date,portfolio_value,cash,positions_value,daily_return,daily_pnl,cumulative_return,cumulative_pnl,num_positions
2014-03-20,72902.01337466533,65611.8120371988,7290.201337466526,-0.00039810426540277255,-29.034161104282248,-0.2709798662533467,-27097.98662533467,1
2014-03-21,72836.7984026705,65553.11856240344,7283.679840267054,-0.0008945565283591871,-65.21497199483565,-0.27163201597329506,-27163.201597329506,1
2014-03-24,72639.56413006099,58111.65130404879,14527.912826012194,-0.0027078932206646396,-197.23427260950848,-0.27360435869939015,-27360.435869939014,2
2014-03-25,72532.62096082204,56793.04221232366,15739.578748498381,-0.0014722440934181063,-106.94316923894803,-0.27467379039177964,-27467.379039177962,3
2014-03-26,72563.65972704944,59582.02100188029,12981.638725169149,0.00042792836955617516,31.03876622740063,-0.2743634027295056,-27436.34027295056,4
2014-03-27,72855.95742229115,59173.60861838485,13682.348803906294,0.00402815536511245,292.2976952417084,-0.27144042577708855,-27144.042577708853,6
2014-03-28,72728.8235248746,54241.15658485148,18487.666940023126,-0.0017450034549630787,-127.133897416541,-0.2727117647512539,-27271.176475125394,5
2014-03-31,72729.36709172,52794.247571879554,19935.119519840453,7.473884755129634e-06,0.5435668454010738,-0.2727063290827999,-27270.632908279993,4
2014-04-01,72862.97492958361,46887.32436718706,25975.65056239655,0.0018370548680164708,133.60783786360116,-0.27137025070416393,-27137.025070416392,6
2014-04-02,72396.3056615628,41606.15686370015,30790.148797862654,-0.006404751775120445,-466.66926802080707,-0.276036943384372,-27603.6943384372,6
2014-04-03,72501.32773256899,30370.806187173148,42130.52154539584,0.0014506551134962553,105.02207100618398,-0.2749867226743101,-27498.672267431015,8
2014-04-04,72451.80403327267,46934.27865275403,25517.525380518637,-0.0006830729980420928,-49.52369929631823,-0.27548195966727335,-27548.195966727333,7
2014-04-07,72308.5255733607,37860.74399021166,34447.781583149044,-0.0019775692520528996,-143.27845991196227,-0.27691474426639295,-27691.474426639295,8
2014-04-08,72588.89957599618,39299.63023044432,33289.26934555186,0.0038774681189014865,280.374002635479,-0.27411100424003815,-27411.100424003816,7
2014-04-09,72663.12998276745,44884.01539035546,27779.114592411992,0.0010226137495520746,74.23040677126846,-0.2733687001723255,-27336.870017232548,5
2014-04-10,72540.1251503792,35051.38847266324,37488.73667771596,-0.001692809440185449,-123.00483238825109,-0.27459874849620797,-27459.8748496208,6
2014-04-11,72416.69596788491,45962.87693081656,26453.81903706835,-0.00170152977043281,-123.42918249429204,-0.2758330403211509,-27583.30403211509,8
2014-04-14,72463.81442198419,37818.86474683355,34644.949675150645,0.0006506573307373685,47.118454099283554,-0.2753618557801581,-27536.185578015808,6
2014-04-15,72511.36247688078,44181.173157163474,28330.189319717305,0.0006561627382695562,47.54805489658611,-0.2748863752311922,-27488.63752311922,4
2014-04-16,72507.98111037663,52067.981235361454,20439.99987501517,-4.663222960719624e-05,-3.3813665041525383,-0.27492018889623376,-27492.018889623374,4
2014-04-17,72496.39477872314,54894.27012644916,17602.124652273982,-0.00015979388028807416,-11.586331653481466,-0.27503605221276856,-27503.605221276855,3
2014-04-21,72442.07122284695,49195.41056743536,23246.660655411586,-0.0007493276878388806,-54.323555876195314,-0.2755792877715305,-27557.92877715305,7
2014-04-22,72020.10683200088,25970.450523619496,46049.65630838138,-0.005824852654309407,-421.9643908460712,-0.2797989316799912,-27979.893167999122,10
2014-04-23,72117.79318315489,25486.428110926943,46631.36507222795,0.0013563760934412956,97.68635115401412,-0.27882206816845106,-27882.206816845108,11
2014-04-24,72189.95620300768,24024.817424360946,48165.13877864673,0.001000627122207078,72.16301985278551,-0.27810043796992323,-27810.043796992322,13
2014-04-25,72306.88520786105,36037.75158759796,36269.13362026309,0.0016197406260304863,116.92900485337304,-0.2769311479213895,-27693.11479213895,10
2014-04-28,72235.19793921127,29334.713883113694,42900.48405609757,-0.00099143073918481,-71.68726864978089,-0.2776480206078873,-27764.80206078873,9
