,0
2011-01-03,0.0
2011-01-04,-379.0853679999709
2011-01-05,99.20716400000674
2011-01-06,-279.27300000000105
2011-01-07,1.4551915228366852e-11
2011-01-10,108.20840000000317
2011-01-11,3.990929999985383
2011-01-12,314.8775000000023
2011-01-13,-151.21550000002026
2011-01-14,-17.749999999970896
2011-01-17,80.38749999998254
2011-01-18,34.728799999997136
2011-01-19,-103.41880000001402
2011-01-20,-90.04999999998836
2011-01-21,342.32739999999467
2011-01-24,53.47750000000815
2011-01-25,-187.47000000000116
2011-01-26,211.9950000000099
2011-01-27,-178.15000000000873
2011-01-28,53.845000000001164
2011-01-31,710.1249999999854
2011-02-01,423.93799999999464
2011-02-02,-43.05500000002212
2011-02-03,128.26200000000244
2011-02-04,-69.75124499996309
2011-02-07,-290.07066500000656
2011-02-08,290.9410000000207
2011-02-09,228.27499999999418
2011-02-10,125.59499999997206
2011-02-11,-180.43199999998615
2011-02-14,-155.333999999988
2011-02-15,-257.16400000001886
2011-02-16,-84.48700000000827
2011-02-17,513.9700000000012
2011-02-18,248.50999999999476
2011-02-21,-3775.7750000000087
2011-02-22,0.0
2011-02-23,285.6605000000127
2011-02-24,-414.6671999999962
2011-02-25,534.25
2011-02-28,221.39719999999215
2011-03-01,478.7147500000283
2011-03-02,-34.82039999999688
2011-03-03,-198.99620000000868
2011-03-04,696.6106
2011-03-07,74.83739999998943
2011-03-08,0.911945999978343
2011-03-09,-23.702499999999418
2011-03-10,-447.4875000000029
2011-03-11,-26.17532000002393
2011-03-14,61.4731340000144
2011-03-15,-699.734999999986
2011-03-16,-11.992939000017941
2011-03-17,95.17077400002745
2011-03-18,148.457631999976
2011-03-21,451.8640569999843
2011-03-22,270.05715100001544
2011-03-23,277.3322000000335
2011-03-24,75.90527400001884
2011-03-25,437.4780720000417
2011-03-28,-381.27217999999993
2011-03-29,152.8333290000155
2011-03-30,-33.44470599999477
2011-03-31,407.99999999998545
2011-04-01,-19.241900000022724
2011-04-04,292.31419999999343
2011-04-05,148.36740000001737
2011-04-06,-210.2554999999993
2011-04-07,68.69549999998708
2011-04-08,444.9684999999736
2011-04-11,-348.2509999999893
2011-04-12,-259.99440000002505
2011-04-13,217.41319999998086
2011-04-14,553.0235999999859
2011-04-15,191.94899999999325
2011-04-18,8.59299999999348
2011-04-19,282.0799999999872
2011-04-20,315.79520000000775
2011-04-21,347.4632000000274
2011-04-25,67.72499999999127
2011-04-26,-168.89999999999418
2011-04-27,516.280488000004
2011-04-28,77.83999999999651
2011-04-29,94.92500000000291
2011-05-02,-812.3756739999953
2011-05-03,91.6134999999922
2011-05-04,-395.5391200000013
2011-05-05,36.04018000001088
2011-05-06,-40.008010000005015
2011-05-09,49.15629600000102
2011-05-10,-100.25213399999484
2011-05-11,-29.5349819999974
2011-05-12,-71.48417599998356
2011-05-13,32.502309999996214
2011-05-16,31.69850199999928
2011-05-17,117.84846800001105
2011-05-18,650.3542149999703
2011-05-19,-159.0170700000017
2011-05-20,374.7683999999863
2011-05-23,-297.9199509999744
2011-05-24,-34.561856000014814
2011-05-25,475.0161700000026
2011-05-26,62.499305000019376
2011-05-27,205.47519399996963
2011-05-30,-204.15523000000394
2011-05-31,123.51199999998789
2011-06-01,-416.9229999999952
2011-06-02,162.24000000000524
2011-06-03,-104.62100000001374
2011-06-06,-439.1094999999914
2011-06-07,384.93513199998415
2011-06-08,-15.579221999985748
2011-06-09,262.37930799998867
2011-06-10,-226.02999999999884
2011-06-13,-280.95812899999146
2011-06-14,-76.59631999999692
2011-06-15,-245.0754379999853
2011-06-16,3.8713039999856846
2011-06-17,261.1597030000121
2011-06-20,169.38751900002535
2011-06-21,114.5
2011-06-22,-184.375
2011-06-23,161.909925999993
2011-06-24,-168.64593700000842
2011-06-27,-466.9382249999908
2011-06-28,74.10999999998603
2011-06-29,65.86999999999534
2011-06-30,-268.7954999999929
2011-07-01,492.21719999999914
2011-07-04,-11377.721000000005
2011-07-05,0.0
2011-07-06,-54.254500000024564
2011-07-07,328.2769999999873
2011-07-08,-8.31699999999546
2011-07-11,-31.079999999987194
2011-07-12,137.4219000000012
2011-07-13,206.00759999998263
2011-07-14,-165.49349999999686
2011-07-15,198.4045440000191
2011-07-18,-50.18399999999383
2011-07-19,-309.2900000000227
2011-07-20,-47.2609999999986
2011-07-21,-175.82010000001173
2011-07-22,190.0956099999894
2011-07-25,-597.3703699999896
2011-07-26,48.09999999997672
2011-07-27,-49.24640000000363
2011-07-28,-25.185579999990296
2011-07-29,193.0083799999993
2011-08-01,-140.74449399999867
2011-08-02,251.07983999999124
2011-08-03,81.39774999997462
2011-08-04,-1144.0722119999991
2011-08-05,75.34728999997606
2011-08-08,148.06732400000328
2011-08-09,255.58409999999276
2011-08-10,202.02499999999418
2011-08-11,-198.0
2011-08-12,-87.13244800000393
2011-08-15,159.51796000001195
2011-08-16,185.29286600000341
2011-08-17,-102.53975000001083
2011-08-18,35.50663600000553
2011-08-19,221.21548800000164
2011-08-22,461.0526300000056
2011-08-23,-499.2700000000041
2011-08-24,-412.47499999999127
2011-08-25,48.466560000000754
2011-08-26,1052.4573239999881
2011-08-29,77.24835000003804
2011-08-30,124.92939399999159
2011-08-31,85.00000000001455
2011-09-01,-177.97999999999593
2011-09-02,90.08999999999651
2011-09-05,-191.1299999999901
2011-09-06,-491.73499999998603
2011-09-07,-215.28099999998813
2011-09-08,-244.48850000000675
2011-09-09,48.81999999999243
2011-09-12,-186.7549999999901
2011-09-13,-162.875
2011-09-14,-168.89359999999579
2011-09-15,-108.57984199999191
2011-09-16,-415.64533800001664
2011-09-19,-689.3805399999837
2011-09-20,176.2182840000023
2011-09-21,-226.95844000000216
2011-09-22,-341.85020000000077
2011-09-23,65.69692500002566
2011-09-26,242.70937999998569
2011-09-27,4.074505000011413
2011-09-28,-47.126124000002164
2011-09-29,63.95725499998662
2011-09-30,132.0726400000276
2011-10-03,3.5764219999837223
2011-10-04,-80.45015899999999
2011-10-05,55.279013999999734
2011-10-06,34.346492000011494
2011-10-07,-6.59610400001111
2011-10-10,-236.47273599999608
2011-10-11,76.83959800000594
2011-10-12,-170.63066000002436
2011-10-13,353.99837399998796
2011-10-14,177.80499999999302
2011-10-17,-4.136300000027404
2011-10-18,265.6007999999856
2011-10-19,-298.3698000000295
2011-10-20,-112.97939999998198
2011-10-21,47.29879999997502
2011-10-24,68.26680000001215
2011-10-25,-41.1683359999879
2011-10-26,-104.35277699999278
2011-10-27,582.4971999999834
2011-10-28,-24.363999999986845
2011-10-31,-604.6832380000124
2011-11-01,-581.8479999999981
2011-11-02,69.56509999997797
2011-11-03,623.5782999999938
2011-11-04,-35.06579999998212
2011-11-07,196.2149999999965
2011-11-08,114.88000000001921
2011-11-09,-380.679999999993
2011-11-10,52.324999999967986
2011-11-11,452.9400000000169
2011-11-14,-158.0899999999965
2011-11-15,101.60000000000582
2011-11-16,-23.905000000013388
2011-11-17,-750.5000000000146
2011-11-18,28.465402000016184
2011-11-21,-129.10617600000114
2011-11-22,219.9130460000015
2011-11-23,-190.77499999999418
2011-11-24,94.09115999999631
2011-11-25,-14.97950000000128
2011-11-28,-79.61585000000196
2011-11-29,197.9992889999994
2011-11-30,183.26534000001266
2011-12-01,-154.97280000001774
2011-12-02,-87.41081600000325
2011-12-05,-244.57699999999022
2011-12-06,192.79560199998377
2011-12-07,-178.83786199998576
2011-12-08,-604.557724000013
2011-12-09,247.2577530000126
2011-12-12,-464.4739999999874
2011-12-13,-93.89660000000731
2011-12-14,-933.3930000000109
2011-12-15,-17.985899999999674
2011-12-16,97.4944000000105
2011-12-19,-52.85490000002028
2011-12-20,271.4928280000022
2011-12-21,237.1238409999787
2011-12-22,48.63966600000276
2011-12-23,118.39083199999004
2011-12-27,416.38123800000176
2011-12-28,174.38421799999196
2011-12-29,-113.00000000001455
2011-12-30,231.72345200000564
2012-01-03,277.85183600000164
2012-01-04,8.0
2012-01-05,-368.5
2012-01-06,-88.74000000000524
2012-01-09,480.8324779999966
2012-01-10,-31.820000000006985
2012-01-11,-187.2600000000093
2012-01-12,-713.9850000000151
2012-01-13,-104.63810399999784
2012-01-17,326.32675000000745
2012-01-18,79.983859999993
2012-01-19,39.24142100001336
2012-01-20,-152.2850000000035
2012-01-23,389.6244360000128
2012-01-24,-108.39999999999418
2012-01-25,476.53999999997905
2012-01-26,294.2994999999937
2012-01-27,154.10800000000745
2012-01-30,-219.07300000000396
2012-01-31,-148.1547000000137
2012-02-01,407.3798999999999
2012-02-02,17.50350000000617
2012-02-03,-183.78499999998894
2012-02-13,-184.2946000000229
2012-02-14,-55.93249999999534
2012-02-15,-18.339199999987613
2012-02-16,-19.91270000000077
2012-02-17,105.72999999999593
2012-02-21,566.2137999999686
2012-02-22,185.10500000001048
2012-02-23,222.2399999999907
2012-02-24,1.930000000007567
2012-02-27,-160.7100000000064
2012-02-28,79.58499999999185
2012-02-29,-390.04999999998836
2012-03-01,60.19999999998254
2012-03-02,-144.5744999999879
2012-03-05,-22.739999999990687
2012-03-06,-156.4600000000064
2012-03-07,-30.90000000000873
2012-03-08,113.34470000000147
2012-03-09,32.6079999999929
2012-03-12,-30.283600000009756
2012-03-13,118.5
2012-03-14,19.5
2012-03-15,64.5
2012-03-16,53.5
2012-03-19,-46.5
2012-03-20,-126.0
2012-03-21,50.90759999999136
2012-03-22,-35.044800000003306
2012-03-23,107.00999999999476
2012-03-26,181.9719999999943
2012-03-27,40.80600000001141
2012-03-28,-278.91549999998824
2012-03-29,5.75
2012-03-30,76.08390000001236
2012-04-02,339.6620000000112
2012-04-03,11.85783999999694
2012-04-04,-15.537499999991269
2012-04-05,194.0670960000134
